,arc,naa,nbv,nlth,nvi
18074,"porque se revestiu de justiça, como de uma couraça, e pôs o elmo da salvação na sua cabeça, e tomou vestes de vingança por vestidura, e cobriu-se de zelo, como de um manto.","Vestiu-se de justiça, como de uma couraça, e pôs o capacete da salvação na cabeça; pôs sobre si a veste da vingança e se cobriu de zelo, como de um manto.","Ele se vestiu de justiça, como uma couraça; colocou na cabeça o capacete da salvação e vestiu-se de vingança. Envolveu-se com a capa da ira divina.","O SENHOR vestiu a couraça da justiça e pôs na cabeça o capacete da salvação; a vingança lhe serviu de roupa, a sua ira foi a capa que usou.","Usou a justiça como couraça, pôs na cabeça o capacete da salvação; vestiu-se de vingança e envolveu-se no zelo como numa capa."
17233,"Porque um trono se firmará em benignidade, e sobre ele no tabernáculo de Davi se assentará em verdade um que julgue, e busque o juízo, e se apresse a fazer justiça.","então um trono será estabelecido em bondade, e sobre ele se assentará com fidelidade, no tabernáculo de Davi, alguém que julgue, busque o juízo e não tarde em fazer justiça.","então um descendente de Davi será rei. Ele governará com fidelidade, julgará com justiça e se esforçará para fazer o que é justo.","então um descendente de Davi será rei. Ele governará com fidelidade, procurará julgar com justiça e se esforçará para fazer o que é direito.","Então, em amor será firmado um trono; em fidelidade um homem se assentará nele na tenda de Davi: um Juiz que busca a justiça e se apressa em defender o que é justo."
9334,"Então, disseram uns para os outros: Não fazemos bem; este dia é dia de boas-novas, e nos calamos; se esperarmos até à luz da manhã, algum mal nos sobrevirá; pelo que agora vamos e o anunciemos à casa do rei.","Então disseram uns aos outros: — Não é certo o que estamos fazendo. Este dia é um dia de boas-novas, e nós nos calamos. Se esperarmos até a luz da manhã, seremos tidos por culpados. Vamos agora mesmo anunciar isto no palácio real.","Por fim, disseram uns aos outros: “Isto que estamos fazendo não é certo. Este é um dia de boas notícias, e nós não podemos ficar calados! É possível que se esperarmos até o amanhecer, caia sobre nós alguma calamidade”.","Mas então disseram: — Nós não estamos agindo bem! Temos boas notícias e não devíamos ficar calados. Se esperarmos até amanhã para contar, certamente seremos castigados. Vamos agora mesmo contar isso lá no palácio.","Então disseram uns aos outros: “Não estamos agindo certo. Este é um dia de boas notícias, e não podemos ficar calados. Se esperarmos até o amanhecer, seremos castigados. Vamos imediatamente contar tudo no palácio do rei”."
10862,"E foi Roboão a Siquém, porque todo o Israel tinha vindo a Siquém para o fazerem rei.","Roboão foi a Siquém, porque todo o Israel se havia reunido ali, para o fazer rei.",Todos os israelitas foram a Siquém para a coroação de Roboão.,"Roboão foi até Siquém, onde todo o povo de Israel se havia reunido para fazê-lo rei.","Roboão foi a Siquém, onde todos os israelitas tinham se reunido para proclamá-lo rei."
25034,Em verdade vos digo que não passará esta geração até que tudo aconteça.,Em verdade lhes digo que não passará esta geração sem que tudo isto aconteça.,“Eu afirmo a vocês que essas coisas vão acontecer antes que essa geração passe.,Eu afirmo a vocês que isto é verdade: essas coisas vão acontecer antes de morrerem todos os que agora estão vivos.,“Eu asseguro a vocês que não passará esta geração até que todas essas coisas aconteçam.
18005,"Porque os meus pensamentos não são os vossos pensamentos, nem os vossos caminhos, os meus caminhos, diz o SENHOR.","“Porque os meus pensamentos não são os pensamentos de vocês, e os caminhos de vocês não são os meus caminhos”, diz o SENHOR.","“Pois os meus pensamentos são muito diferentes dos seus; a minha maneira de agir é muito diferente da sua”, declara o SENHOR.","O SENHOR Deus diz: “Os meus pensamentos não são como os seus pensamentos, e eu não ajo como vocês.","“Pois os meus pensamentos não são os pensamentos de vocês, nem os seus caminhos são os meus caminhos”, declara o SENHOR."
17561,"Chegai-vos, nações, para ouvir; e vós, povos, escutai; ouça a terra, e a sua plenitude, o mundo e tudo quanto produz.","Aproximem-se, ó nações, para ouvir, e vocês, povos, escutem! Que a terra e a sua plenitude ouçam; que o mundo e tudo o que ele produz escutem.","Venham, aproximem-se, nações e povos da terra! Venham ouvir o que eu tenho para anunciar. Escutem-me, a terra e tudo o que existe nela!","Venham, nações, e escutem, reúnam-se, povos, e prestem atenção! Que a terra inteira escute, e que ouçam todos os que nela vivem!","Aproximem-se, nações, e escutem; prestem atenção, ó povos! Que o ouçam a terra e tudo o que nela há, o mundo e tudo o que dele procede!"
21902,"E lançarei sobre ti coisas abomináveis, e te envergonharei, e pôr-te-ei como espetáculo.","Vou jogar sujeira sobre você, tratá-la com desprezo e transformá-la em espetáculo.",Eu a cobrirei de sujeira e mostrarei ao mundo como você é desprezível”.,Vou tratá-la com desprezo e cobri-la de sujeira; todos olharão para você horrorizados.,"Eu jogarei imundície sobre você, e a tratarei com desprezo; farei de você um exemplo."
20178,"E também eu baterei com as minhas mãos uma na outra e farei descansar a minha indignação; eu, o SENHOR, falei.","Também eu baterei as minhas mãos uma na outra e desafogarei o meu furor; eu, o SENHOR, falei.","Como você bateu palmas, eu também baterei, e a minha ira diminuirá. Eu, o SENHOR, falei”.","Eu também baterei palmas, e a minha ira passará. Eu, o SENHOR, falei.","Eu também baterei minhas mãos uma na outra, e a minha ira diminuirá. Eu, o SENHOR, falei”."
25472,Porquanto a vontade daquele que me enviou é esta: que todo aquele que vê o Filho e crê nele tenha a vida eterna; e eu o ressuscitarei no último Dia.,"De fato, a vontade de meu Pai é que todo aquele que vir o Filho e nele crer tenha a vida eterna; e eu o ressuscitarei no último dia.","Pois é a vontade do Pai que todo aquele que olhar para o Filho dele creia nele, tenha a vida eterna, e eu o ressuscite no último dia”.",Pois a vontade do meu Pai é que todos os que veem o Filho e creem nele tenham a vida eterna; e no último dia eu os ressuscitarei.,"Porque a vontade de meu Pai é que todo aquele que olhar para o Filho e nele crer tenha a vida eterna, e eu o ressuscitarei no último dia”."
10182,"E Aiô, e Sasaque, e Jeremote,","Aiô, Sasaque, Jeremote,","Também foram filhos de Elpaal: Aiô, Sasaque, Jeremote.","Entre os descendentes de Berias estavam: Aiô, Sasaque, Jeremote,","Aiô, Sasaque, Jeremote,"
19704,"E, sobre a cabeça dos animais, havia uma semelhança de firmamentos, como um aspecto de cristal terrível, estendido por cima, sobre a sua cabeça.","Sobre a cabeça dos seres viventes havia algo semelhante ao firmamento, como cristal brilhante que metia medo, estendido por sobre a cabeça deles.","Acima das criaturas, havia uma superfície brilhante como cristal, parecida com uma cobertura curva, reluzente como um cristal, que me deixou muito impressionado.",Acima das cabeças dos animais havia uma coisa que parecia uma cobertura curva feita de cristal brilhante.,"Acima das cabeças dos seres viventes estava o que parecia uma abóbada, reluzente como gelo, e impressionante."
15635,O SENHOR agrada-se dos que o temem e dos que esperam na sua misericórdia.,O SENHOR se agrada dos que o temem e dos que esperam na sua misericórdia.,Ele tem grande prazer e alegria nas pessoas que o amam e temem e colocam a sua esperança no seu amor fiel.,"mas, sim, as pessoas que o temem e põem a sua esperança no seu amor.","o SENHOR se agrada dos que o temem, dos que depositam sua esperança no seu amor leal."
6574,"E, vendo eu que me não livráveis, pus a minha alma na minha mão e passei aos filhos de Amom, e o SENHOR mos entregou nas mãos; por que, pois, subistes vós hoje contra mim, para combater contra mim?","Quando vi que vocês não iam me livrar, arrisquei a minha vida e fui lutar contra os filhos de Amom, e o SENHOR os entregou nas minhas mãos. Então por que vocês estão vindo hoje para lutar contra mim?","Quando vi que vocês não viriam me ajudar, arrisquei a minha vida e enfrentei os amonitas, e o SENHOR permitiu que eu vencesse. Por que vocês vêm agora contra mim?”","Quando vi que vocês não iam me ajudar, arrisquei a vida e fui combater contra eles. E o SENHOR Deus me deu a vitória. Então por que é que vocês vêm agora lutar contra mim?","Quando vi que vocês não ajudariam, arrisquei a vida e fui lutar contra os amonitas, e o SENHOR me deu a vitória sobre eles. E, por que vocês vieram para cá hoje? Para lutar contra mim?”"
1003,"As suas ovelhas, e as suas vacas, e os seus jumentos, e o que na cidade e o que no campo havia tomaram;","Levaram deles os rebanhos, os bois, os jumentos e o que havia na cidade e no campo.","Levaram os seus rebanhos, os bois, os jumentos e tudo o que havia na cidade e no campo.","Eles levaram as ovelhas e as cabras, o gado, os jumentos e tudo o que havia na cidade e no campo.","Apoderaram-se das ovelhas, dos bois e dos jumentos, e de tudo o que havia na cidade e no campo."
19166,"porque o capitão da guarda levou a  e lhe disse. O SENHOR, teu Deus, pronunciou este mal contra este lugar;","O chefe da guarda chamou  de lado e lhe disse: — O SENHOR, seu Deus, pronunciou esta calamidade contra este lugar.","Quando Nebuzaradã encontrou Jeremias, disse-lhe: “O SENHOR, o seu Deus, fez acontecer toda essa destruição em Judá, tal como havia falado.","O comandante-geral me chamou de lado e disse: — O SENHOR, seu Deus, ameaçou destruir esta terra","Quando o comandante da guarda encontrou Jeremias, disse-lhe: “Foi o SENHOR, o seu Deus, que determinou esta desgraça para este lugar."
8553,"E uma asa de um querubim era de cinco côvados, e a outra asa do querubim, de outros cinco côvados; dez côvados havia desde a extremidade de uma das suas asas até à extremidade da outra das suas asas. Assim era também de dez côvados o outro querubim; ambos os querubins eram de uma mesma medida e de um mesmo talhe. A altura de um querubim, de dez côvados, e, assim, a do outro querubim.","Cada asa de um querubim media dois metros e vinte e cinco. Portanto, de uma a outra extremidade de suas asas havia quatro metros e meio. Assim, o outro querubim também era de quatro metros e meio; ambos os querubins tinham a mesma medida e a mesma forma. A altura de um querubim era de quatro metros e meio; e essa era também a altura do outro.","Cada querubim tinha duas asas, e cada asa media dois metros e vinte e cinco centímetros de comprimento: quatro metros e meio da ponta de uma asa à ponta da outra. Os dois querubins tinham a mesma medida e a mesma forma. A altura de cada querubim era de quatro metros e meio.","Os dois querubins tinham o mesmo tamanho e a mesma forma. Cada um tinha duas asas, e cada asa media dois metros e vinte e cinco centímetros de comprimento; assim a distância da ponta de uma asa até a outra era de quatro metros e meio.",As asas abertas dos querubins mediam dois metros e vinte e cinco centímetros: quatro metros e meio da ponta de uma asa à ponta da outra. Os dois querubins tinham a mesma medida e a mesma forma. A altura de cada querubim era de quatro metros e meio.
9150,"E Josafá dormiu com seus pais e foi sepultado junto a seus pais, na Cidade de Davi, seu pai; e Jeorão, seu filho, reinou em seu lugar.","Josafá morreu e foi sepultado na Cidade de Davi, seu pai; e Jeorão, seu filho, reinou em seu lugar.","Foi durante o ano dezessete do reinado de Josafá, rei de Judá, que Acazias, filho de Acabe, começou a reinar sobre Israel em Samaria; e ele reinou dois anos.","Josafá morreu e foi sepultado nos túmulos dos reis, na Cidade de Davi, e o seu filho Jeorão ficou no lugar dele como rei.","Acazias, filho de Acabe, tornou-se rei de Israel em Samaria no décimo sétimo ano do reinado de Josafá, rei de Judá, e reinou dois anos sobre Israel."
5165,"E o SENHOR, teu Deus, a dará na tua mão; e todo varão que houver nela passarás ao fio da espada,","E o SENHOR, seu Deus, a entregará na mão de vocês e vocês devem matar com a espada todos os do sexo masculino que houver na cidade.","Quando o SENHOR, o seu Deus, entregá-la em suas mãos, matem com a espada todos os homens.","e Deus a entregará nas mãos de vocês. Matem à espada todos os homens,","Quando o SENHOR, o seu Deus, entregá-la em suas mãos, matem ao fio da espada todos os homens que nela houver."
14269,Encha-se a minha boca do teu louvor e da tua glória todo o dia.,Os meus lábios estão repletos do teu louvor e da tua glória continuamente.,"Por isso, eu o louvo com minhas palavras de dia e de noite, e anuncio a sua glória.","O dia inteiro, eu te louvo e anuncio a tua glória.","Do teu louvor transborda a minha boca, que o tempo todo proclama o teu esplendor."
12628,"Engoliu fazendas, mas vomitá-las-á; do seu ventre, Deus as lançará.","Engoliu riquezas, mas terá de vomitá-las; Deus o obrigará a lançá-las de seu ventre.",Ele vomitará as riquezas que engoliu; Deus fará seu estômago lançá-las fora.,O homem mau vomita as riquezas que rouba; Deus as arranca do seu estômago.,Ele vomitará as riquezas que engoliu; Deus fará seu estômago lançá-las fora.
21757,"Então,  saiu da cidade, e assentou-se ao oriente da cidade, e ali fez uma cabana, e se assentou debaixo dela, à sombra, até ver o que aconteceria à cidade.","Então  saiu da cidade e sentou-se num lugar a leste da mesma. Ali construiu um abrigo, sentou-se na sombra, para ver o que aconteceria com a cidade.","saiu da cidade e, resmungando, se assentou a leste de Nínive. Ali ele construiu um abrigo com ramos e folhas e ficou esperando para ver se ia acontecer alguma coisa à cidade.","Aí  saiu de Nínive, foi para o lado onde o sol nasce e sentou-se. Depois, construiu um abrigo e sentou-se na sombra, esperando para ver o que ia acontecer com a cidade.","saiu e sentou-se num lugar a leste da cidade. Ali, construiu para si um abrigo, sentou-se à sua sombra e esperou para ver o que aconteceria com a cidade."
10314,"E Davi se encheu de tristeza de que o SENHOR houvesse aberto brecha em Uzá; pelo que chamou àquele lugar Perez-Uzá, até ao dia de hoje.","Davi ficou irado, porque o SENHOR havia irrompido contra Uzá, e chamou aquele lugar de Perez-Uzá, até o dia de hoje.","Davi ficou triste com o que o SENHOR fizera a Uzá, e chamou aquele lugar de Perez-Uzá até hoje.","Davi ficou furioso porque Deus, na sua ira, havia castigado Uzá; assim até hoje aquele lugar é chamado de Peres-Uzá .","Davi ficou contrariado porque o SENHOR, em sua ira, havia fulminado Uzá. Até hoje aquele lugar é chamado Perez-Uzá."
13612,"Tu, SENHOR, pelo teu favor fizeste forte a minha montanha; tu encobriste o teu rosto, e fiquei perturbado.","Tu, SENHOR, por teu favor fizeste permanecer forte a minha montanha; apenas voltaste o rosto, fiquei logo com medo.","O SENHOR me sustenta e me deixa firme como uma montanha”. Bastou o SENHOR esconder a sua face, fiquei apavorado.","Ó SENHOR Deus, tu foste bom para mim e me protegeste como uma fortaleza nas montanhas. Depois tu te escondeste de mim, e eu fiquei com medo.","SENHOR, com o teu favor, deste-me firmeza e estabilidade; mas, quando escondeste a tua face, fiquei aterrorizado."
5708,"Israel pecou, e até transgrediram o meu concerto que lhes tinha ordenado, e até tomaram do anátema, e também furtaram, e também mentiram, e até debaixo da sua bagagem o puseram.","Israel pecou. Quebraram a minha aliança, aquilo que eu lhes havia ordenado, pois tomaram das coisas condenadas, furtaram, mentiram e até debaixo da sua bagagem o puseram.","Israel pecou, desobedecendo às minhas ordens. Tomou coisas proibidas que eu tinha dito que não tomasse! E quem fez isso não só pegou aquelas coisas, mas escondeu o que roubou no meio da sua bagagem.","O povo de Israel pecou. Eles quebraram a aliança que haviam feito comigo, a aliança que eu mandei que guardassem. Ficaram com algumas coisas que eu mandei que fossem destruídas. Eles roubaram essas coisas, mentiram por causa delas e as colocaram no meio da bagagem deles.","Israel pecou. Violou a aliança que eu lhe ordenei. Apossou-se de coisas consagradas, roubou-as, escondeu-as e as colocou junto de seus bens."
17087,"E esperarei o SENHOR, que esconde o rosto da casa de Jacó, e a ele aguardarei.","Esperarei no SENHOR, que esconde o seu rosto da casa de Jacó; a ele aguardarei.","Eu esperarei pelo SENHOR. Ele escondeu o seu rosto do seu povo, da descendência de Jacó. Eu sei que posso confiar nele.","Ele se escondeu do seu povo, mas eu confio nele e nele ponho a minha esperança.","Esperarei pelo SENHOR, que está escondendo o seu rosto da descendência de Jacó. Nele porei a minha esperança."
16692,"E certamente, ainda que vivesse duas vezes mil anos, mas não gozasse o bem, não vão todos para um mesmo lugar?","ainda que aquele vivesse duas vezes mil anos, mas não desfrutasse do bem. Por acaso, não vão todos para o mesmo lugar?",Que adianta ao homem viver dois mil anos sem desfrutar da felicidade?,"que poderia ter vivido dois mil anos sem nunca ter aproveitado a vida. E, no fim, não vamos todos para o mesmo lugar?","Pois, de que lhe valeria viver dois mil anos, sem desfrutar a sua prosperidade? Afinal, não vão todos para o mesmo lugar?"
12472,(Quem do imundo tirará o puro? Ninguém!),Quem poderá tirar coisa pura daquilo que é impuro? Ninguém!,"Quem pode exigir que o homem, impuro por natureza, aja com justiça? Ninguém!","O ser humano, que é impuro, nunca produz nada que seja puro.",Quem pode extrair algo puro da impureza? Ninguém!
16809,"Para cheirar são bons os teus unguentos; como unguento derramado é o teu nome; por isso, as virgens te amam.","Suave é o aroma dos seus perfumes; como perfume derramado é o seu nome. Por isso, as donzelas o amam.",A fragrância do seu perfume é deliciosa; o seu nome é como um perfume derramado. Não é de admirar que todas as moças o amem!,O seu perfume é suave; o seu nome é para mim como perfume derramado. Nenhuma mulher poderia deixar de amá-lo.,A fragrância dos seus perfumes é suave; o seu nome é como perfume derramado. Não é à toa que as jovens o amam!
20423,"Porque está perto o dia, sim, está perto o dia do SENHOR, dia nublado; o tempo dos gentios ele será.","Porque está perto o dia, sim, está perto o Dia do SENHOR. Será um dia de nuvens, o tempo dos gentios.","Chorem porque aquele dia terrível se aproxima. É o dia do SENHOR, um dia de nuvens escuras, um dia de castigo para as nações!","O dia está perto, o dia em que o SENHOR vai agir, um dia de nuvens e de castigo para as nações.”","Pois o dia está próximo, o dia do SENHOR está próximo; será dia de nuvens, uma época de condenação para as nações."
12215,Porque antes do meu pão vem o meu suspiro; e os meus gemidos se derramam como água.,"“Porque em vez do meu pão me vêm gemidos, e os meus lamentos se derramam como água.","De tanto chorar e gemer, nem consigo comer! Minhas lágrimas correm como uma fonte!","“Em vez de comer, eu choro, e os meus gemidos se derramam como água.",Pois me vêm suspiros em vez de comida; meus gemidos transbordam como água.
23150,"E, por se multiplicar a iniquidade, o amor de muitos se esfriará.","E, por se multiplicar a maldade, o amor se esfriará de quase todos.","O pecado aumentará por toda parte, e esfriará o amor de muitos.","A maldade vai se espalhar tanto, que o amor de muitos esfriará;","Devido ao aumento da maldade, o amor de muitos esfriará,"
15579,"Bendito seja o SENHOR, minha rocha, que adestra as minhas mãos para a peleja e os meus dedos para a guerra;","Bendito seja o SENHOR, rocha minha, que treina as minhas mãos para a batalha e os dedos, para a guerra.","Louvado seja o SENHOR, a minha Rocha firme; ele me dá força e me prepara para a guerra.","Louvem o SENHOR Deus, a minha rocha; ele me prepara para a batalha e me ensina a combater.","Bendito seja o SENHOR, a minha Rocha, que treina as minhas mãos para a guerra e os meus dedos para a batalha."
16515,O homem iracundo levanta contendas; e o furioso multiplica as transgressões.,"A pessoa colérica provoca discórdias, e quem facilmente fica irado multiplica as transgressões.","O homem irado provoca brigas, e o de gênio violento comete muitos pecados.",A pessoa de mau gênio sempre causa problemas e discórdias.,"O homem irado provoca brigas, e o de gênio violento comete muitos pecados."
22564,"Mas Jesus, conhecendo os seus pensamentos, disse: Por que pensais mal em vosso coração?","Jesus, porém, conhecendo os pensamentos deles, disse: — Por que vocês estão pensando o mal em seu coração?",Jesus sabia o que eles estavam pensando e perguntou: “Por que vocês estão com esses pensamentos ruins?,Porém Jesus sabia o que eles estavam pensando e disse: — Por que é que vocês estão pensando essas coisas más?,"Conhecendo Jesus seus pensamentos, disse-lhes: “Por que vocês pensam maldosamente em seu coração?"
1761,"Então, disse o SENHOR a Moisés: Estende a tua mão sobre a terra do Egito, para que os gafanhotos venham sobre a terra do Egito e comam toda a erva da terra, tudo o que deixou a saraiva.","Então o SENHOR disse a Moisés: — Estenda a mão sobre a terra do Egito, para que venham gafanhotos sobre a terra do Egito e comam toda a vegetação da terra, tudo o que a chuva de pedras não destruiu.","Então o SENHOR disse a Moisés: “Erga a mão sobre a terra do Egito, para que venham gafanhotos e devorem toda a vegetação, tudo que sobrou da chuva de pedras”.","Aí o SENHOR Deus disse a Moisés: — Estenda a mão sobre o Egito para que venham gafanhotos. Eles virão e comerão todas as plantas da terra, tudo o que a chuva de pedra não destruiu.","Mas o SENHOR disse a Moisés: “Estenda a mão sobre o Egito para que os gafanhotos venham sobre a terra e devorem toda a vegetação, tudo o que foi deixado pelo granizo”."
7989,"E disseram-lhe seus servos: Que é isso que fizeste? Pela criança viva jejuaste e choraste; porém, depois que morreu a criança, te levantaste e comeste pão.","O seus servos lhe disseram: — Que é isto que o senhor fez? Pela criança viva o senhor jejuou e chorou, mas, depois que ela morreu, se levantou e se pôs a comer!","Seus conselheiros estavam perplexos; não podiam compreender o que estava acontecendo, e falaram: “Não entendemos a sua maneira de proceder, ó rei! Enquanto a criança ainda vivia, o senhor jejuava e chorava; agora que a criança está morta, o senhor se levanta e come pão!”","Aí os seus oficiais disseram: — Nós não entendemos isto. Enquanto o menino estava vivo, o senhor chorou por ele e não comeu; mas, logo que ele morreu, o senhor se levantou e comeu!","Seus conselheiros lhe perguntaram: “Por que ages assim? Enquanto a criança estava viva, jejuaste e choraste; mas, agora que a criança está morta, te levantas e comes!”"
29458,"Mas, se fazeis acepção de pessoas, cometeis pecado e sois redarguidos pela lei como transgressores.","Se, no entanto, vocês tratam as pessoas com parcialidade, cometem pecado, sendo condenados pela lei como transgressores.",Mas vocês estão quebrando esta lei do nosso Senhor e serão condenados por ela quando tratam os outros com parcialidade; isso é pecado.,"Mas, se vocês tratam as pessoas pela aparência, estão pecando, e a lei os condena como culpados.","Mas, se tratarem os outros com parcialidade, estarão cometendo pecado e serão condenados pela Lei como transgressores."
19810,"E só escaparão os que deles se escaparem, mas estarão pelos montes, como pombas dos vales, todos gemendo, cada um por causa da sua maldade.","Se alguns deles, fugindo, escaparem, estarão pelos montes, como pombas dos vales, todos gemendo, cada um por causa da sua maldade.","Os poucos que conseguirem escapar, irão se esconder no alto dos montes chorando de tristeza, como pombas, por causa de seus pecados.","Alguns, como pombas dos vales, fugirão para as montanhas. E todos gemerão por causa dos seus pecados.","Todos os que se livrarem e escaparem estarão nos montes, gemendo como pombas nos vales, cada um por causa de sua própria iniquidade."
9259,"E voltando Eliseu a Gilgal, havia fome naquela terra; e os filhos dos profetas estavam assentados na sua presença; e disse ao seu moço: Põe a panela grande ao lume e faze um caldo de ervas para os filhos dos profetas.","Eliseu voltou para Gilgal. Havia fome naquela terra. Quando os discípulos dos profetas estavam sentados diante dele, Eliseu disse ao seu servo: — Ponha a panela grande no fogo e faça um cozido para os discípulos dos profetas.","Então Eliseu voltou para Gilgal, onde havia muita miséria e muita gente passando fome. Um dia, enquanto os discípulos dos profetas estavam reunidos com ele, chamou o seu servo e disse: “Prepare um ensopado para estes homens”.","Certa vez, quando havia falta de alimentos naquela terra, Eliseu voltou a Gilgal. Enquanto estava ensinando um grupo de profetas, ele mandou que o seu empregado pusesse uma panela grande no fogo e fizesse um cozido para eles.","Depois Eliseu voltou a Gilgal. Nesse tempo a fome assolava a região. Quando os discípulos dos profetas estavam reunidos com ele, ordenou ao seu servo: “Ponha o caldeirão no fogo e faça um ensopado para estes homens”."
13753,"Pois os braços dos ímpios se quebrarão, mas o SENHOR sustém os justos.","Pois os braços dos ímpios serão quebrados, mas os justos, o SENHOR os sustém.","porque a força dos maus será quebrada, mas o SENHOR sustentará os justos com a sua força.","Pois o poder dos maus acabará, mas o SENHOR protege os bons.","pois o braço forte dos ímpios será quebrado, mas o SENHOR sustém os justos."
13472,Conceda-te conforme o teu coração e cumpra todo o teu desígnio.,Que Deus lhe conceda o que o seu coração almeja e realize tudo o que você planejou.,Que ele conceda a você os desejos do seu coração e cumpra todos os seus planos.,"Que Deus satisfaça os seus desejos, ó rei, e permita que todos os seus planos deem certo!",Conceda-te o desejo do teu coração e leve a efeito todos os teus planos.
10542,"Porque disse Davi: O SENHOR, Deus de Israel, deu repouso ao seu povo e habitará em Jerusalém para sempre.","Porque Davi disse: — O SENHOR, Deus de Israel, deu paz ao seu povo e habitará em Jerusalém para sempre.",Porque Davi disse: “O SENHOR Deus de Israel nos deu paz e ele vai morar em Jerusalém para sempre.,"Davi disse: — O SENHOR, o Deus de Israel, tem dado paz ao seu povo e morará em Jerusalém para sempre.","Pois Davi dissera: “Uma vez que o SENHOR, o Deus de Israel, concedeu descanso ao seu povo e veio habitar para sempre em Jerusalém,"
3627,E os que deles foram contados pelo número de todo varão de um mês para cima foram seis mil e duzentos.,"Todos os homens que deles foram contados, de um mês para cima, foram seis mil e duzentos.","O número de todos os que foram contados do sexo masculino, de um mês de idade para cima, foi 6.200.","O número total das pessoas do sexo masculino, da idade de um mês para cima, foi de seis mil e duzentas.","O número de todos os que foram contados do sexo masculino, de um mês de idade para cima, foi 6.200."
15445,"Como o orvalho do Hermom, que desce sobre os montes de Sião; porque ali o SENHOR ordena a bênção e a vida para sempre.","É como o orvalho do Hermom, que desce sobre os montes de Sião. Ali o SENHOR ordena a sua bênção e a vida para sempre.",Essa união perfeita é como o orvalho que cai sobre o monte Hermom e desce sobre os montes de Sião. O SENHOR derrama ali suas bênçãos e dá vida eterna.,"É como o orvalho do monte Hermom, que cai sobre os montes de Sião. Pois é em Sião que o SENHOR Deus dá a sua bênção, a vida para sempre.",É como o orvalho do Hermom quando desce sobre os montes de Sião. Ali o SENHOR concede a bênção da vida para sempre.
18025,"Mas chegai-vos aqui, vós, filhos da agoureira, semente de adultério e de prostituição.","“Mas vocês, filhos de feiticeira, vocês, descendência de adúlteros e de prostitutas, venham cá!","“Mas vocês, filhos de adivinhos, venham cá! Aproximem-se, filhos de adúlteros e de prostitutas!","O SENHOR Deus diz: “Venham cá para serem julgados, seus filhos de uma feiticeira, raça de adúlteros e prostitutas!","“Mas vocês, aproximem-se, vocês, filhos de adivinhas, vocês, prole de adúlteros e de prostitutas!"
4590,"Serão de refúgio estas seis cidades para os filhos de Israel, e para o estrangeiro, e para o que se hospedar no meio deles, para que ali se acolha aquele que ferir a alguma pessoa por erro.","Estas seis cidades serão de refúgio para os filhos de Israel, e para o estrangeiro, e para o que se hospedar no meio deles, para que, nelas, se acolha aquele que matar alguém involuntariamente.","Essas seis cidades serão um lugar de refúgio para os israelitas, para os estrangeiros que moram no meio de vocês e para os estrangeiros que estiverem de passagem pelo país, para que ali se refugie o homicida que matar alguém involuntariamente.","Essas seis cidades serão de refúgio, tanto para os israelitas como para os estrangeiros que moram com vocês, seja só por algum tempo, seja para sempre. Quem tiver matado alguém sem querer ou por engano poderá ficar refugiado ali.","As seis cidades servirão de refúgio para os israelitas, para os estrangeiros residentes e para quaisquer outros estrangeiros que vivam entre eles, para que todo aquele que tiver matado alguém sem intenção possa fugir para lá."
21365,"E não dizem no seu coração que eu me lembro de toda a sua maldade; agora, pois, os cercam as suas obras; diante da minha face estão.","Não se dão conta de que eu me lembro de todas as suas maldades. Agora estão rodeados pelas suas más ações, que estão sempre diante de mim.","“Os moradores de Samaria nem sequer imaginam que eu os observo. As suas obras más os cercam, e eu os vejo constantemente.","Eles pensam que eu esqueço todos os seus pecados. Estão rodeados pelas suas maldades, e não posso deixar de vê-las.",mas eles não percebem que eu me lembro de todas as suas más obras. Seus pecados os envolvem; eu os vejo constantemente.
24938,"E, se alguém vos perguntar: Por que o soltais?, assim lhe direis: Porque o Senhor precisa dele.","Se alguém perguntar: “Por que o estão desprendendo?”, respondam assim: “Porque o Senhor precisa dele.”","E se alguém perguntar: ‘O que vocês estão fazendo? Por que estão desamarrando o animal, digam apenas: O Senhor precisa dele’ ”.","Se alguém perguntar por que vocês estão fazendo isso, digam que o Mestre precisa dele.",Se alguém perguntar: ‘Por que o estão desamarrando?’ digam-lhe: O Senhor precisa dele”.
15667,"para fazerem neles o juízo escrito; esta honra, tê-la-ão todos os santos. Louvai ao SENHOR!","para executar contra eles a sentença escrita, o que será honra para todos os seus santos. Aleluia!",e receberão o castigo já determinado por Deus. Assim o Senhor dará vitória aos seus servos fiéis. Aleluia!,para castigar as nações como Deus mandou! Essa é a vitória dos seus servos fiéis. Aleluia!,para executar a sentença escrita contra eles. Esta é a glória de todos os seus fiéis. Aleluia!
26281,"Então, subornaram uns homens para que dissessem: Ouvimos-lhe proferir palavras blasfemas contra Moisés e contra Deus.",Então subornaram alguns homens para que dissessem: — Ouvimos este homem proferir blasfêmias contra Moisés e contra Deus.,"Então subornaram alguns homens para mentirem a respeito dele, dizendo: “Ouvimos Estêvão falar blasfêmias contra Moisés, e até contra Deus”.",Então eles pagaram algumas pessoas para dizerem: — Nós ouvimos este homem dizer blasfêmias contra Moisés e contra Deus!,Então subornaram alguns homens para dizerem: “Ouvimos Estêvão falar palavras blasfemas contra Moisés e contra Deus”.
