,src_sent,pred_sent,reference_nbv,reference_nlth,reference_naa,reference_nvi,bleu_score
681,"""E olhou, e eis que o rei estava junto à coluna, conforme o costume, e os capitães e as trombetas, junto ao rei, e todo o povo da terra estava alegre e tocava as trombetas; então, Atalia rasgou as suas vestes e clamou: Traição! Traição!""
","""Quando o rei viu que o rei estava junto à coluna, e os capitães da coluna, e os capitães e as trombetas, junto ao rei, e todo o povo da terra estava alegre junto ao rei, e Atalia rasgou as suas roupas e <unk>
","""e viu o novo rei junto à coluna, como era costume nas cerimônias de coroação, cercado pelos oficiais da guarda e pelos tocadores de trombeta; e todos se alegravam com o som das trombetas. “Traição! Traição!”, gritava a rainha, e começou a rasgar a sua roupa como sinal de desespero.""
","""Ela viu o novo rei perto da coluna, na entrada do Templo, conforme era o costume. Ele estava rodeado pelos oficiais e pelos corneteiros, e todo o povo estava gritando de alegria e tocando trombetas. Em sinal de desespero Atalia rasgou as suas roupas e gritou: — Traição! Traição!""
","""Olhou, e eis que o rei estava junto à coluna, segundo o costume. Os capitães e os tocadores de trombetas estavam ao lado do rei, e todo o povo da terra se alegrava e tocava trombetas. Então Atalia rasgou as suas roupas e gritou: — Traição! Traição!""
","""e onde ela viu o rei, em pé junto à coluna, conforme o costume. Os oficiais e os tocadores de corneta estavam ao lado do rei, e todo o povo se alegrava ao som das cornetas. Então Atalia rasgou suas vestes e gritou: “Traição! Traição!”""
",38.33843097975357
682,"""Mas o Espírito expressamente diz que, nos últimos tempos, apostatarão alguns da fé, dando ouvidos a espíritos enganadores e a doutrinas de demônios,""
","""Mas o Espírito expressamente diz o Espírito Santo, diz que, nos últimos tempos, apostatarão alguns da fé, dando ouvidos a espíritos <unk>
","""Entretanto, o Espírito de Deus nos diz claramente que nos últimos tempos alguns na igreja se desviarão de Cristo e se tornarão zelosos seguidores de espíritos enganadores e ensinamentos de inspiração demoníaca.""
","""O Espírito de Deus diz claramente que, nos últimos tempos, alguns abandonarão a fé. Eles darão atenção a espíritos enganadores e a ensinamentos que vêm de demônios.""
","""Ora, o Espírito afirma expressamente que, nos últimos tempos, alguns apostatarão da fé, por obedecerem a espíritos enganadores e a ensinos de demônios,""
","""O Espírito diz claramente que nos últimos tempos alguns abandonarão a fé e seguirão espíritos enganadores e doutrinas de demônios.""
",25.022049864555335
683,"""Pois me rodearam cães; o ajuntamento de malfeitores me cercou; traspassaram-me as mãos e os pés.""
","""Pois me rodearam o ajuntamento de malfeitores me cercou; traspassaram-me as mãos e os pés.""
","""Meus inimigos, um bando de cães, um bando de criminosos, estão me cercando; furaram minhas mãos e meus pés.""
","""Um bando de marginais está me cercando; eles avançam contra mim como cachorros e rasgam as minhas mãos e os meus pés.""
","""Cães me cercam; um bando de malfeitores me rodeia; traspassaram-me as mãos e os pés.""
","""Cães me rodearam! Um bando de homens maus me cercou! Perfuraram minhas mãos e meus pés.""
",53.22666549780622
684,"""E a esta palavra fugiu Moisés e esteve como estrangeiro na terra de Midiã, onde gerou dois filhos.""
","""E a palavra fugiu e esteve como dois filhos.""
","""Ouvindo isso, Moisés fugiu do país e morou como estrangeiro na terra de Midiã, onde nasceram seus dois filhos.""
","""Quando Moisés ouviu isso, fugiu do Egito e foi morar na terra de Midiã, e ali nasceram dois filhos dele.""
","""Ao ouvir isto, Moisés fugiu e se tornou peregrino na terra de Midiã, onde lhe nasceram dois filhos.""
","""Ouvindo isso, Moisés fugiu para Midiã, onde ficou morando como estrangeiro e teve dois filhos.""
",13.909490708539588
685,"""E tinha este quarenta filhos e trinta filhos de filhos, que cavalgavam sobre setenta jumentos; e julgou a Israel oito anos.""
","""Ele tinha quarenta filhos e trinta filhos de filhos, que cavalgavam oito anos.""
","""Ele teve quarenta filhos e trinta netos, que costumavam montar setenta jumentos. Abdom foi juiz de Israel por oito anos.""
","""Abdom tinha quarenta filhos e trinta netos, que montavam setenta jumentos. Ele governou Israel oito anos.""
","""Ele tinha quarenta filhos e trinta netos, que cavalgavam setenta jumentos. Abdom julgou Israel durante oito anos.""
","""Teve quarenta filhos e trinta netos, que montavam setenta jumentos. Abdom liderou Israel durante oito anos.""
",46.07888878054339
686,"""E disse-lhe: Assim diz Ben-Hadade: A tua prata e o teu ouro são meus; e tuas mulheres e os melhores de teus filhos são meus.""
","""Então lhe disse: — Assim diz Ben-Hadade: A sua prata e o seu ouro são meus; e o seu ouro são meus.""
","""‘A sua prata e o seu ouro são meus; também o melhor das suas esposas e seus filhos’ ”.""
","""e disseram a Acabe, rei de Israel: — O rei Ben-Hadade exige que o senhor entregue a ele a sua prata e o seu ouro, as suas mulheres e os seus filhos mais fortes.""
","""que lhe disseram: — Assim diz Ben-Hadade: “A sua prata e o seu ouro são meus; as suas mulheres e os seus melhores filhos também são meus.”""
","""‘A sua prata e o seu ouro são meus, e o melhor de suas mulheres e filhos também’ ”.""
",54.142878365294976
687,"""Ouvimos a sua fama, afrouxaram-se as nossas mãos; angústia nos tomou, e dores como de parturiente.""
","""Ouvimos a sua fama, afrouxaram-se as nossas mãos; angústia nos tomou, e dores como de parturiente.""
","""Já ouvimos a fama desse exército, e as nossas mãos ficaram fracas de medo. O desespero tomou conta de nós; dores nos dominam, como dominam a mulher que dá à luz.""
","""— Ouvimos a notícia — diz o povo de Jerusalém —, e as nossas mãos ficaram moles; a aflição tomou conta de nós, como as dores de uma mulher no parto.""
","""Ao ouvirmos a fama deles, as nossas mãos desfaleceram; angústia tomou conta de nós, dores como as da mulher que está dando à luz.""
","""Ouvimos os relatos sobre eles, e as nossas mãos amoleceram. A angústia tomou conta de nós, dores como as da mulher que está dando à luz.""
",6.705470215545301
688,"""Também um bode, para expiação do pecado, ao SENHOR, além do holocausto contínuo, com a sua libação se oferecerá.""
","""Também um bode para oferta pelo pecado, ao SENHOR, além do holocausto contínuo, com a sua libação se <unk>
","""Além da oferta queimada contínua, juntamente com a oferta de bebida, será oferecido ao SENHOR um bode como oferta pelo pecado.""
","""Além do sacrifício que é completamente queimado e que é oferecido todos os dias e além da oferta de vinho, ofereçam também ao SENHOR um bode, para tirar os pecados do povo.""
","""Também se trará um bode como oferta pelo pecado, ao SENHOR, além do holocausto contínuo, com a libação que o acompanha.""
","""Além do holocausto diário com a oferta derramada, um bode será oferecido ao SENHOR como sacrifício pelo pecado.""
",58.44857134147639
689,"""Porque Israel se esqueceu do seu Criador e edificou palácios, e Judá multiplicou cidades fortes; mas eu enviarei um fogo contra as suas cidades, e ele consumirá os seus palácios.""
","""Porque Israel se esqueceu do seu Criador e edificou palácios, e Judá edificou palácios, mas eu enviarei um fogo contra as suas cidades, e ele consumirá os seus palácios.""
","""“Israel construiu grandes palácios. Judá construiu fortalezas para defender suas cidades. Mas eles se esqueceram do seu Criador! Por isso vou mandar fogo contra os palácios e incendiar as fortalezas”.""
","""pois o povo de Israel esqueceu o seu Criador. O povo de Israel construiu palácios, e o povo de Judá construiu cidades cercadas de muralhas; mas eu vou mandar um fogo que queimará as cidades e destruirá as fortalezas.""
","""Porque Israel se esqueceu do seu Criador e edificou palácios, e Judá multiplicou cidades fortificadas; mas eu enviarei fogo contra as suas cidades, fogo que consumirá os seus palácios.”""
","""Israel esqueceu o seu Criador e construiu palácios; Judá fortificou muitas cidades. Mas sobre as suas cidades enviarei fogo que consumirá suas fortalezas.”""
",64.87838216508929
690,"""E sucedeu, depois destas coisas, tendo Nabote, o jezreelita, uma vinha que em Jezreel estava junto ao palácio de Acabe, rei de Samaria,""
","""Quando Nabote, Nabote, Nabote, uma vinha que em Jezreel estava junto ao palácio de Acabe, rei de Samaria,""
","""Nabote, um homem de Jezreel, tinha uma plantação de uvas nos arredores da cidade, ao lado do palácio do rei Acabe.""
","""Depois disso, aconteceu o seguinte: Acabe, rei de Samaria , tinha um palácio em Jezreel. Perto desse palácio havia uma plantação de uvas que pertencia a um homem chamado Nabote.""
","""Depois disto, aconteceu o seguinte: Nabote, o jezreelita, possuía uma vinha ao lado do palácio que Acabe, rei de Samaria, tinha em Jezreel.""
","""Algum tempo depois houve um incidente envolvendo uma vinha que pertencia a Nabote, de Jezreel. A vinha ficava em Jezreel, ao lado do palácio de Acabe, rei de Samaria.""
",36.83864782866037
691,"""Fala aos filhos de Israel que voltem e que acampem diante de Pi-Hairote, entre Migdol e o mar, diante de Baal-Zefom; em frente dele assentareis o campo junto ao mar.""
","""“Diga aos filhos de Israel que voltem aos filhos de Israel que acampem diante de Pi-Hairote, entre Migdol e o mar, diante de Baal-Zefom;
","""“Diga ao povo que volte a acampar perto de Pi-Hairote, entre Migdol e o mar. Acampem à beira-mar, de frente para Baal-Zefom.""
","""— Diga aos israelitas que voltem e acampem em frente de Pi-Hairote, entre Migdol e o mar Vermelho, perto de Baal-Zefom.""
","""— Diga aos filhos de Israel que voltem e se acampem diante de Pi-Hairote, entre Migdol e o mar, diante de Baal-Zefom; em frente desse lugar, junto ao mar, vocês acamparão.""
","""“Diga aos israelitas que mudem o rumo e acampem perto de Pi-Hairote, entre Migdol e o mar. Acampem à beira-mar, defronte de Baal-Zefom.""
",71.77429505642773
692,"""Quem me levará à cidade forte? Quem me guiará até Edom?""
","""Quem me levará à cidade forte? Quem me guiará até Edom?""
","""Quem poderá me ajudar a vencer essas nações e conquistar suas fortalezas? Quem me levará vitorioso ao coração da terra de Edom?”""
","""Ó Deus, quem me levará para dentro da cidade protegida por muralhas? Quem me guiará até Edom?""
","""Quem me conduzirá à cidade fortificada? Quem me guiará até Edom?""
","""Quem me levará à cidade fortificada? Quem me guiará a Edom?""
",80.03203203845001
693,"""Porque o teu coração também já confessou muitas vezes que tu amaldiçoaste a outros.""
","""Porque o seu coração já confessou muitas vezes que tu amaldiçoaste a outros.""
","""Em seu coração, você sabe que também muitas vezes tem falado mal de outras pessoas.""
","""E você sabe muito bem que muitas vezes você mesmo tem falado mal dos outros.""
","""E você sabe que muitas vezes você mesmo já amaldiçoou os outros.""
","""pois em seu coração você sabe que muitas vezes você também falou mal de outros.""
",9.78237574896145
694,"""Nos dias de Peca, rei de Israel, veio Tiglate-Pileser, rei da Assíria, e tomou a Ijom, e Abel-Bete-Maaca, e a Janoa, e a Quedes, e a Hazor, e a Gileade, e à Galileia, e à toda a terra de Naftali, e os levou para a Assíria.""
","""Nos dias de Peca, rei de Israel, veio Tiglate-Pileser, rei de Israel, veio a Ijom, Tiglate-Pileser, rei da Assíria, e a Janoa, e a Janoa, e a Janoa, e a Janoa, e a toda a terra de Naftali, e os levou para a Assíria.""
","""Foi durante o reinado de Peca que Tiglate-Pileser, rei da Assíria, dirigiu um ataque contra Israel. Ele tomou as cidades de Ijom, Abel-Bete-Maaca, Janoa, Quedes, Hazor, Gileade e a Galileia, e toda a terra de Naftali, levando o povo como cativo para a Assíria.""
","""Foi durante o reinado de Peca que Tiglate-Pileser, rei da Assíria, conquistou as cidades de Ijom, Abel-Bete-Maacá, Janoa, Quedes, Hazor e as regiões de Gileade, Galileia e Naftali e levou os seus moradores como prisioneiros para a Assíria.""
","""Nos dias de Peca, rei de Israel, Tiglate-Pileser, rei da Assíria, veio e conquistou Ijom, Abel-Bete-Maaca, Janoa, Quedes, Hazor, as regiões de Gileade e da Galileia, toda a terra de Naftali, e levou os seus habitantes para a Assíria.""
","""Durante o seu reinado, Tiglate-Pileser, rei da Assíria, invadiu e conquistou Ijom, Abel-Bete-Maaca, Janoa, Quedes e Hazor. Tomou Gileade e a Galileia, inclusive toda a terra de Naftali, e deportou o povo para a Assíria.""
",45.19017265914283
695,"""Louvai ao SENHOR desde a terra, vós, baleias e todos os abismos,""
","""Deem graças ao SENHOR desde a terra, e todos os abismos,""
","""Louve o SENHOR, tudo que existe na terra: monstros do mar e todas as profundezas do mar.""
","""Louve o SENHOR, tudo o que existe na terra: monstros do mar e todas as profundezas do oceano!""
","""Desde a terra, louvem o SENHOR! Louvem-no, monstros marinhos e todos os abismos;""
","""Louvem o SENHOR, vocês que estão na terra, serpentes marinhas e todas as profundezas,""
",21.355928710915766
696,"""Então, o sacerdote Hilquias, e Aicão, e Acbor, e Safã, e Asaías foram à profetisa Hulda, mulher de Salum, filho de Ticva, o filho de Harás, o guarda das vestiduras (e ela habitava em Jerusalém, na segunda parte) e lhe falaram.""
","""Então o sacerdote Hilquias, e Acbor, Aicão, o filho de Salum, Safã, e Asaías e Asaías mulher de Salum, o filho de Salum, o filho de Salum, o filho de Harás, o filho de Harás, e lhe falaram.""
","""Então o sacerdote Hilquias, Aicão, Acbor, Safã e Asaías foram a uma região de Jerusalém conhecida como Cidade Baixa procurar a profetisa Hulda. Ela era a mulher de Salum, filho de Ticvá e neto de Haras. Salum era o encarregado do guarda-roupa real.""
","""Hilquias, Aicã, Abdom, Safã e Asaías foram falar com uma profetisa chamada Hulda, que morava no bairro novo de Jerusalém. O marido dela, que se chamava Salum, filho de Ticva e neto de Harás, era o encarregado da rouparia do Templo. Eles contaram a Hulda o que havia acontecido,""
","""Então o sacerdote Hilquias, Aicão, Acbor, Safã e Asaías foram falar com a profetisa Hulda, esposa de Salum, encarregado das vestimentas da Casa do SENHOR, filho de Ticva, filho de Harás. Hulda morava na parte nova da cidade, em Jerusalém. Eles lhe contaram o que havia acontecido,""
","""O sacerdote Hilquias, Aicam, Acbor, Safã e Asaías foram falar com a profetisa Hulda, mulher de Salum, filho de Ticvá e neto de Harás, responsável pelo guarda-roupa do templo. Ela morava no bairro novo de Jerusalém.""
",24.140903954452288
697,"""Então, Eliaquim, filho de Hilquias, o mordomo, e Sebna, o escrivão, e Joá, filho de Asafe, o chanceler, vieram a Ezequias com as vestes rasgadas e lhe fizeram saber as palavras de Rabsaqué.""
","""Então Eliaquim, filho de Hilquias, e Sebna, o escrivão, Sebna, o escrivão, e Joá, filho de Asafe, e Joá, filho de Asafe, vieram com as roupas rasgadas com as palavras de Rabsaqué.""
","""Mas Eliaquim, filho de Hilquias, o administrador do palácio, Sebna, o secretário do rei, e Joá, filho de Asafe, que escrevia a história do reino, tristes e desesperados, rasgaram suas roupas, voltaram ao palácio e contaram a Ezequias tudo o que o comandante havia dito.""
","""Então Eliaquim, Sebna e Joá rasgaram as suas roupas em sinal de tristeza e foram contar ao rei aquilo que o oficial assírio tinha dito.""
","""Então Eliaquim, filho de Hilquias, o responsável pelo palácio, e Sebna, o escrivão, e Joá, filho de Asafe, o cronista, voltaram para junto do rei Ezequias, com as suas roupas rasgadas, e lhe contaram o que Rabsaqué tinha dito.""
","""Então o administrador do palácio, Eliaquim, filho de Hilquias, o secretário Sebna e o arquivista Joá, filho de Asafe, com as vestes rasgadas, foram contar a Ezequias o que dissera o comandante.""
",53.157917986405245
698,"""E, logo depois desta visão, procuramos partir para a Macedônia, concluindo que o Senhor nos chamava para lhes anunciarmos o evangelho.""
","""Quando Jesus viu o evangelho.""
","""Ora, aquilo decidiu a questão. Nós tínhamos de ir à Macedônia, porque só podíamos concluir que Deus estava nos mandando para pregar a boa-nova ali.""
","""Logo depois dessa visão, nós resolvemos partir logo para a Macedônia, pois estávamos certos de que Deus nos havia chamado para anunciar o evangelho ao povo dali.""
","""Assim que Paulo teve a visão, imediatamente procuramos partir para aquele destino, concluindo que Deus nos havia chamado para lhes anunciar o evangelho.""
","""Depois que Paulo teve essa visão, preparamo-nos imediatamente para partir para a Macedônia, concluindo que Deus nos tinha chamado para lhes pregar o evangelho.""
",3.0006599964971663
699,"""Estas eram as partidas dos filhos de Israel, segundo os seus exércitos, quando partiam.""
","""São estes as partidas dos filhos de Israel, segundo os seus exércitos, quando partiam.""
","""Essa era a ordem em que os exércitos dos filhos de Israel seguiam quando estavam marchando.""
","""Os israelitas começaram a caminhar nesta ordem, grupo por grupo.""
","""Nesta ordem, puseram-se em marcha os filhos de Israel, segundo os seus exércitos.""
","""Essa era a ordem que os exércitos israelitas seguiam quando se punham em marcha.""
",48.837812857736935
700,"""Mas está debaixo de tutores e curadores até ao tempo determinado pelo pai.""
","""Mas está debaixo do pai.""
","""Ele tem de fazer aquilo que seus tutores e administradores mandarem, até atingir a idade determinada por seu pai.""
","""Enquanto é menor, há pessoas que tomam conta dele e cuidam dos seus negócios até o tempo marcado pelo pai.""
","""Mas está sob tutores e curadores até o tempo predeterminado pelo pai.""
","""No entanto, ele está sujeito a guardiões e administradores até o tempo determinado por seu pai.""
",9.637742467879644
701,"""Então, todo o povo veio fazer que Davi comesse pão, sendo ainda dia, porém Davi jurou, dizendo: Assim Deus me faça e outro tanto, se, antes que o sol se ponha, eu provar pão ou alguma coisa.""
","""E todo o povo veio fazer que Davi comesse sendo pão, porém Davi jurou, porém Davi jurou, dizendo: — Assim antes que o sol se ponha, antes que o sol se ponha,
","""No dia do sepultamento, o povo insistiu para que Davi comesse alguma coisa antes que o dia terminasse. Porém Davi não aceitou e fez este juramento: “Que Deus me castigue com todo o rigor se eu comer alguma coisa antes do pôr do sol!”""
","""O povo tentou convencer Davi a comer alguma coisa antes que o dia terminasse, mas ele fez este juramento: — Que Deus me mate se eu comer alguma coisa antes que o dia acabe!""
","""Então todo o povo veio fazer com que Davi comesse pão, sendo ainda dia. Mas Davi fez este juramento: — Que Deus me castigue severamente se eu provar pão ou qualquer outra coisa antes que o sol se ponha.""
","""Depois, quando o povo insistiu com Davi que comesse alguma coisa enquanto ainda era dia, Davi fez este juramento: “Deus me castigue com todo o rigor, caso eu prove pão ou qualquer outra coisa antes do pôr do sol!”""
",30.706560504326973
702,"""Voltei-me e vi debaixo do sol que não é dos ligeiros a carreira, nem dos valentes, a peleja, nem tampouco dos sábios, o pão, nem ainda dos prudentes, a riqueza, nem dos inteligentes o favor, mas que o tempo e a sorte pertencem a todos.""
","""Voltei-me e vi debaixo do sol que não é dos ligeiros que não é dos ligeiros nem dos valentes, nem dos valentes, nem dos sábios, nem dos sábios, nem dos sábios, nem dos inteligentes e a sorte pertencem a todos.""
","""Observei outra coisa debaixo do sol: Vi que nem sempre os mais rápidos vencem as corridas; nem sempre os mais fortes vencem na guerra; os sábios nem sempre têm comida; os prudentes nem sempre se tornam ricos; os instruídos nem sempre se tornam famosos. Tudo depende do acaso e da ocasião.""
","""Eu descobri mais outra coisa neste mundo: nem sempre são os corredores mais velozes que ganham as corridas; nem sempre são os soldados mais valentes que ganham as batalhas. Notei ainda que as pessoas mais sábias nem sempre têm o que comer e que as mais inteligentes nem sempre ficam ricas. Notei também que as pessoas mais capazes nem sempre alcançam altas posições. Tudo depende da sorte e da ocasião.""
","""Vi ainda debaixo do sol que os mais rápidos nem sempre ganham a corrida, que os mais fortes nem sempre vencem a batalha, que os sábios nem sempre têm pão, que os prudentes nem sempre têm riqueza, que os inteligentes nem sempre são honrados, mas que tudo depende do tempo e do acaso.""
","""Percebi ainda outra coisa debaixo do sol: Os velozes nem sempre vencem a corrida; os fortes nem sempre triunfam na guerra; os sábios nem sempre têm comida; os prudentes nem sempre são ricos; os instruídos nem sempre têm prestígio; pois o tempo e o acaso afetam a todos.""
",10.7002438453882
703,"""E veio o primeiro dizendo: Senhor, a tua mina rendeu dez minas.""
","""O primeiro veio dizendo: — Senhor, a sua mina rendeu
","""“O primeiro homem veio e disse; ‘Senhor, o seu dinheiro rendeu dez vezes mais a quantia recebida!’""
","""O primeiro chegou e disse: “Patrão, com aquela moeda de ouro que o senhor me deu, eu ganhei dez.”""
","""— O primeiro se apresentou e disse: “Senhor, a sua mina rendeu dez.”""
","""“O primeiro veio e disse: ‘Senhor, a tua mina rendeu outras dez’.""
",31.99902795457029
704,"""Pelo que, entrando no mundo, diz: Sacrifício e oferta não quiseste, mas corpo me preparaste;""
","""E entrando no mundo, diz: — Sacrifício e oferta e oferta e <unk> mas corpo me preparaste;""
","""Foi por isso que Cristo disse, quando veio ao mundo: “Ó Deus, o Senhor não quer sangue de animais ou ofertas de cereais, mas o Senhor me preparou um corpo, a fim de que eu o deposite como sacrifício sobre o seu altar.""
","""Por isso Cristo, ao entrar no mundo, disse: “Tu, ó Deus, não queres animais oferecidos em sacrifícios nem ofertas de cereais, mas preparaste um corpo para mim.""
","""Por isso, ao entrar no mundo, Cristo disse: “Sacrifício e oferta não quiseste, mas preparaste um corpo para mim;""
","""Por isso, quando Cristo veio ao mundo, disse: “Sacrifício e oferta não quiseste, mas um corpo me preparaste;""
",22.17134184444322
705,"""E, servindo eles ao Senhor e jejuando, disse o Espírito Santo: Apartai-me a Barnabé e a Saulo para a obra a que os tenho chamado.""
","""E, servindo eles ao Senhor e jejuando, disse o Espírito Santo, disse o Espírito Santo: — Apartai-me Barnabé para a obra a que os chamado.""
","""Enquanto estes homens estavam em adoração ao Senhor e jejuavam, o Espírito Santo disse: “Separem-me Barnabé e Saulo para realizar o trabalho para o qual os chamei”.""
","""Certa vez, quando eles estavam adorando o Senhor e jejuando, o Espírito Santo disse: — Separem para mim Barnabé e Saulo a fim de fazerem o trabalho para o qual eu os tenho chamado.""
","""Enquanto eles estavam adorando o Senhor e jejuando, o Espírito Santo disse: — Separem-me, agora, Barnabé e Saulo para a obra a que os tenho chamado.""
","""Enquanto adoravam o Senhor e jejuavam, disse o Espírito Santo: “Separem-me Barnabé e Saulo para a obra a que os tenho chamado”.""
",45.5425829130259
706,"""e Cabom, e Laamás, e Quitlis,""
","""Bete-Arabá, Laamás, Quitlis,""
","""Cabom, Laamás, Quitlis,""
","""Cabom, Laamas, Quitlis,""
","""Cabom, Laamás, Quitlis,""
","""Cabom, Laamás, Quitlis,""
",70.71067811865478
707,"""e digas: Como aborreci a correção! E desprezou o meu coração a repreensão!""
","""Diga a ele: — Como é que o Senhor é que você está dizendo a repreensão!""
","""e você não precise dizer: “Como odiei a disciplina! Como o meu coração desprezou a correção!""
","""Então você dirá: — Como eu tinha raiva de conselhos! Nunca aceitei conselhos de ninguém.""
","""Então você dirá: “Como foi que eu pude odiar o ensino? E por que o meu coração desprezou a disciplina?""
","""Você dirá: “Como odiei a disciplina! Como o meu coração rejeitou a repreensão!""
",21.180085482357107
708,"""Tudo quanto te vier à mão para fazer, faze-o conforme as tuas forças, porque na sepultura, para onde tu vais, não há obra, nem indústria, nem ciência, nem sabedoria alguma.""
","""Tudo o que vier à mão para fazer, faze-o conforme as suas forças, porque as suas forças, porque não há obra, para onde você vais,
","""Faça benfeita qualquer coisa que você tiver de fazer. Depois da morte, para onde você vai, não se pode fazer planos, nem trabalho; lá não há conhecimento nem sabedoria.""
","""Tudo o que você tiver de fazer faça o melhor que puder, pois no mundo dos mortos não se faz nada, e ali não existe pensamento, nem conhecimento, nem sabedoria. E é para lá que você vai.""
","""Tudo o que vier às suas mãos para fazer, faça-o conforme as suas forças, porque na sepultura, que é para onde você vai, não há obra, nem projetos, nem conhecimento, nem sabedoria alguma.""
","""O que as suas mãos tiverem que fazer, que o façam com toda a sua força, pois na sepultura , para onde você vai, não há atividade nem planejamento, não há conhecimento nem sabedoria.""
",38.03366013334033
709,"""Irá, e destruirá estes lavradores, e dará a outros a vinha. E, ouvindo eles isso, disseram: Não seja assim!""
","""Irá, e destruirá estes lavradores, e dará a outros a vinha. Eles responderam: — Não seja assim!""
","""Eu lhes direi. Ele virá e matará aqueles lavradores e dará a vinha para outros”. Quando o povo ouviu isso, disse: “Que Deus não permita que isso aconteça”.""
","""Ele virá, matará aqueles homens e dará a plantação a outros lavradores. Então as pessoas que estavam ouvindo disseram: — Que Deus não permita que isso aconteça!""
","""Virá, exterminará aqueles lavradores e entregará a vinha a outros. Ao ouvir isto, disseram: — Que tal não aconteça!""
","""Virá, matará aqueles lavradores e dará a vinha a outros”. Quando o povo ouviu isso, disse: “Que isso nunca aconteça!”""
",7.206615278924404
710,"""Amados, procurando eu escrever-vos com toda a diligência acerca da comum salvação, tive por necessidade escrever-vos e exortar-vos a batalhar pela fé que uma vez foi dada aos santos.""
","""Amados, eu escrever-vos com eu escrever-vos com toda a comum salvação, tive por causa da comum salvação, tive por necessidade de escrever-vos pela fé que uma vez foi dada aos santos.""
","""Meus amigos queridos, eu estive planejando escrever-lhes a respeito da salvação que Deus nos deu, porém agora vejo que em vez disso devo escrever-lhes de outra coisa, insistindo com vocês para que defendam bravamente a fé que Deus, uma vez por todas, entregou ao seu povo.""
","""Meus queridos amigos, eu estava fazendo todo o possível para escrever a vocês a respeito da salvação que temos em comum. Então senti que era necessário escrever agora para animá-los a combater a favor da fé que, uma vez por todas, Deus deu ao seu povo.""
","""Amados, quando eu me empenhava para escrever-lhes a respeito da salvação que temos em comum, senti que era necessário corresponder-me com vocês, para exortá-los a lutar pela fé que uma vez por todas foi entregue aos santos.""
","""Amados, embora estivesse muito ansioso para escrever a vocês acerca da salvação que compartilhamos, senti que era necessário escrever insistindo que batalhassem pela fé de uma vez por todas confiada aos santos.""
",22.60670612351966
711,"""Todavia, aos casados, mando, não eu, mas o Senhor, que a mulher se não aparte do marido.""
","""Todavia, aos casados, não eu, não eu, mas o Senhor, que a mulher se <unk>
","""Agora, para aqueles que são casados, eu tenho uma ordem que é do Senhor. A esposa não deve se separar do marido.""
","""Para os que já estão casados tenho um mandamento, que não é meu, mas do Senhor: que a mulher não se separe do seu marido.""
","""Aos casados, ordeno, não eu, mas o Senhor, que a mulher não se separe do marido.""
","""Aos casados dou este mandamento, não eu, mas o Senhor: Que a esposa não se separe do seu marido.""
",49.41528895665225
712,"""Então,  disse a Zedequias: Assim diz o SENHOR, Deus dos Exércitos, Deus de Israel: Se, voluntariamente, saíres, aos príncipes do rei da Babilônia, então, viverá a tua alma, e esta cidade não será queimada, e viverás tu e a tua casa.""
","""Então disse a Zedequias: — Assim diz o SENHOR, o Deus dos Exércitos, Deus de Israel: <unk> aos príncipes do rei da Babilônia, e esta cidade não será queimada, e esta cidade não será <unk>
","""Então  disse a Zedequias: “Assim diz o SENHOR Todo-poderoso, o Deus de Israel: ‘Se você se entregar imediatamente aos oficiais do rei da Babilônia, salvará sua vida, salvará Jerusalém da destruição e poderá viver com sua família, e esta cidade não será incendiada.""
","""Então eu disse a Zedequias que o SENHOR Todo-Poderoso, o Deus de Israel, tinha dito o seguinte: — Rei Zedequias, se você se entregar aos oficiais do rei da Babilônia, você não será morto, e esta cidade não será queimada. Tanto você como a sua família ficarão vivos.""
","""Então  disse a Zedequias: — Assim diz o SENHOR, o Deus dos Exércitos, Deus de Israel: “Se você se render voluntariamente aos oficiais do rei da Babilônia, então a sua vida será poupada, esta cidade não será queimada, e você e a sua casa ficarão vivos.""
","""Então  disse a Zedequias: “Assim diz o SENHOR dos Exércitos, Deus de Israel: ‘Se você se render imediatamente aos oficiais do rei da Babilônia, sua vida será poupada e esta cidade não será incendiada; você e a sua família viverão.""
",66.15695745745458
713,"""Deus nos abençoará, e todas as extremidades da terra o temerão.""
","""Deus nos abençoará, e todas as extremidades da terra o temerão.""
","""Que Deus nos abençoe, e todos os povos mais distantes da terra temam o Senhor.""
","""Ele nos tem abençoado; que os povos do mundo inteiro o temam!""
","""Que Deus nos abençoe, e todos os confins da terra o temerão.""
","""Que Deus nos abençoe, e o temam todos os confins da terra.""
",38.33796477982051
